"name","rank","year","industry","sector","headquarters_state","headquarters_city","market_value_mil","revenue_mil","profit_mil","asset_mil","employees","founder_is_ceo","female_ceo","newcomer_to_fortune_500","global_500"
"Avon Products, Inc.",282,2014,"Household and Personal Products",,"NY",,6353,10010,-56,6492,,,,,
"The Mosaic Company",283,2014,"Chemicals",,"MN",,19942,9974,1889,18086,,,,,
"Public Service Enterprise Group Incorporated",284,2014,"Utilities: Gas and Electric",,"NJ",,19305,9968,1243,32522,,,,,
"Dean Foods Company",285,2014,"Food Consumer Products",,"TX",,1467,9963,813,2802,,,,,
"Cameron International Corporation",286,2014,"Oil and Gas Equipment, Services",,"TX",,13390,9838,699,14249,,,,,
"MGM Resorts International",287,2014,"Hotels, Casinos, Resorts",,"NV",,12682,9810,-157,26110,,,,,
"KKR & Co. L.P.",288,2014,"Securities",,"NY",,6860,9759,691,51427,,,,,
"Hilton Worldwide Holdings Inc.",289,2014,"Hotels, Casinos, Resorts",,"VA",,21897,9735,415,26562,,,,,
"DTE Energy Company",290,2014,"Utilities: Gas and Electric",,"MI",,13155,9661,661,25935,,,,,
"Genworth Financial, Inc.",291,2014,"Insurance: Life, Health (Stock)",,"VA",,8782,9614,560,108045,,,,,
"Henry Schein, Inc.",292,2014,"Wholesalers: Health Care",,"NY",,10199,9561,432,5625,,,,,
"Rock-Tenn Company",293,2014,"Packaging, Containers",,"GA",,7554,9545,727,10733,,,,,
"WellCare Health Plans, Inc.",294,2014,"Health Care: Insurance and Managed Care",,"FL",,2780,9528,175,3451,,,,,
"W.W. Grainger, Inc.",295,2014,"Wholesalers: Diversified",,"IL",,17382,9438,797,5266,,,,,
"Discover Financial Services",296,2014,"Commercial Banks",,"IL",,27401,9370,2470,79340,,,,,
"Eastman Chemical Company",297,2014,"Chemicals",,"TN",,13144,9350,1165,11845,,,,,
"Principal Financial Group, Inc.",298,2014,"Insurance: Life, Health (Stock)",,"IA",,13591,9290,913,208191,,,,,
"Reliance Steel & Aluminum Co.",299,2014,"Metals",,"CA",,5481,9224,322,7341,,,,,
"AutoZone, Inc.",300,2014,"Specialty Retailers: Other",,"TN",,17845,9148,1017,6892,,,,,
"Dover Corporation",301,2014,"Industrial Machinery",,"IL",,13899,9123,1003,10838,,,,,
"Micron Technology, Inc.",302,2014,"Semiconductors and Other Electronic Components",,"ID",,25100,9073,1190,19118,,,,,
"Owens & Minor, Inc.",303,2014,"Wholesalers: Health Care",,"VA",,2210,9072,111,2324,,,,,
"Assurant, Inc.",304,2014,"Insurance: Property and Casualty (Stock)",,"NY",,4653,9048,489,29715,,,,,
"GameStop Corp.",305,2014,"Specialty Retailers: Other",,"TX",,4739,9040,354,4091,,,,,
"Stryker Corporation",306,2014,"Medical Products and Equipment",,"MI",,30785,9021,1006,15743,,,,,
"Group 1 Automotive, Inc.",307,2014,"Automotive Retailing, Services",,"TX",,1591,8919,114,3820,,,,,
"Cognizant Technology Solutions Corporation",308,2014,"Information Technology Services",,"NJ",,30735,8843,1229,8209,,,,,
"Sonic Automotive, Inc.",309,2014,"Automotive Retailing, Services",,"NC",,1180,8843,82,3051,,,,,
"Autoliv, Inc.",310,2014,"Motor Vehicles & Parts",,"MI",,9468,8803,486,6983,,,,,
"Hormel Foods Corporation",311,2014,"Food Consumer Products",,"MN",,13006,8752,526,4916,,,,,
"Motorola Solutions, Inc.",312,2014,"Network and Other Communications Equipment",,"IL",,16321,8696,1099,11851,,,,,
"Crown Holdings, Inc.",313,2014,"Packaging, Containers",,"PA",,6191,8656,324,8030,,,,,
"SunTrust Banks, Inc.",314,2014,"Commercial Banks",,"GA",,21274,8602,1344,175335,,,,,
"Campbell Soup Company",315,2014,"Food Consumer Products",,"NJ",,14080,8584,458,8323,,,,,
"Fidelity National Financial, Inc.",316,2014,"Insurance: Property and Casualty (Stock)",,"FL",,8687,8573,402,10524,,,,,
"HD Supply Holdings, Inc.",317,2014,"Wholesalers: Diversified",,"GA",,5077,8569,-218,6324,,,,,
"Caesars Entertainment Corporation",318,2014,"Hotels, Casinos, Resorts",,"NV",,2607,8563,-2948,24689,,,,,
"Darden Restaurants, Inc.",319,2014,"Food Services",,"FL",,6696,8552,412,6937,,,,,
"Weyerhaeuser Company",320,2014,"Forest and Paper Products",,"WA",,17135,8529,563,14498,,,,,
"Ball Corporation",321,2014,"Packaging, Containers",,"CO",,7703,8468,407,7820,,,,,
"Precision Castparts Corp.",322,2014,"Aerospace & Defense",,"OR",,36707,8463,1427,16896,,,,,
"Masco Corporation",323,2014,"Home Equipment, Furnishings",,"MI",,7915,8438,272,6933,,,,,
"Universal Health Services, Inc.",324,2014,"Health Care: Medical Facilities",,"PA",,8093,8419,511,8312,,,,,
"Republic Services, Inc.",325,2014,"Waste Management",,"AZ",,12318,8417,589,19949,,,,,
"MasterCard Incorporated",326,2014,"Financial Data Services",,"NY",,88634,8346,3116,14242,,,,,
"Newmont Mining Corporation",327,2014,"Mining, Crude-Oil Production",,"CO",,11561,8322,-2462,24764,,,,,
"Broadcom Corporation",328,2014,"Semiconductors and Other Electronic Components",,"CA",,18284,8305,424,11495,,,,,
"Reynolds American Inc.",329,2014,"Tobacco",,"NC",,28683,8236,1718,15402,,,,,
"PVH Corp.",330,2014,"Apparel",,"NY",,10256,8186,144,11576,,,,,
"Charter Communications, Inc.",331,2014,"Telecommunications",,"CT",,13077,8155,-169,17295,,,,,
"AECOM Technology Corporation",332,2014,"Engineering & Construction",,"CA",,3186,8154,239,5666,,,,,
"CenterPoint Energy, Inc.",333,2014,"Utilities: Gas and Electric",,"TX",,10159,8106,311,21870,,,,,
"Pacific Life",333,2014,"Insurance: Life, Health (Stock)",,"CA",,,8106,720,129921,,,,,
"Thrivent Financial for Lutherans",335,2014,"Insurance: Life, Health (Mutual)",,"MN",,,8101,414,75589,,,,,
"Becton, Dickinson and Company",336,2014,"Medical Products and Equipment",,"NJ",,22598,8074,1293,12149,,,,,
"Franklin Resources, Inc.",337,2014,"Securities",,"CA",,34179,7985,2150,15390,,,,,
"Tenneco Inc.",338,2014,"Motor Vehicles & Parts",,"IL",,3537,7964,183,3830,,,,,
"TravelCenters of America LLC",339,2014,"Specialty Retailers: Other",,"OH",,3067,7963,17,1209,,,,,
"Avis Budget Group, Inc.",340,2014,"Automotive Retailing, Services",,"NJ",,5208,7937,16,16284,,,,,
"Facebook, Inc.",341,2014,"Internet Services and Retailing",,"CA",,154449,7872,1500,17895,,,,,
"Dollar Tree, Inc.",342,2014,"Specialty Retailers: Other",,"VA",,10760,7840,597,2772,,,,,
"Corning Incorporated",343,2014,"Network and Other Communications Equipment",,"NY",,28984,7819,1961,28478,,,,,
"Ashland Inc.",344,2014,"Chemicals",,"KY",,7740,7813,683,12088,,,,,
"Sealed Air Corporation",345,2014,"Packaging, Containers",,"NJ",,6449,7780,124,9134,,,,,
"Core-Mark Holding Company, Inc.",346,2014,"Wholesalers: Food and Grocery",,"CA",,8373,7717,42,957,,,,,
"Oshkosh Corporation",347,2014,"Motor Vehicles & Parts",,"WI",,4952,7686,318,4766,,,,,
"Coca-Cola Enterprises, Inc.",348,2014,"Beverages",,"GA",,12104,7657,667,9525,,,,,
"WESCO International, Inc.",349,2014,"Wholesalers: Diversified",,"PA",,3693,7513,276,4617,,,,,
"Applied Materials, Inc.",350,2014,"Semiconductors and Other Electronic Components",,"CA",,24583,7509,256,12043,,,,,
"Visteon Corporation",351,2014,"Motor Vehicles & Parts",,"MI",,4280,7439,690,6027,,,,,
"BorgWarner Inc.",352,2014,"Motor Vehicles & Parts",,"MI",,14011,7437,624,6917,,,,,
"Spectrum Group International, Inc.",353,2014,"zMiscellaneous",,"CA",,19,7406,3,371,,,,,
"Oaktree Capital Group, LLC",354,2014,"Securities",,"CA",,2530,7405,222,45263,,,,,
"Steel Dynamics, Inc.",355,2014,"Metals",,"IN",,3967,7373,189,5933,,,,,
"Jarden Corporation",356,2014,"Home Equipment, Furnishings",,"FL",,7960,7356,204,10096,,,,,
"Mohawk Industries, Inc.",357,2014,"zMiscellaneous",,"GA",,9886,7349,349,8494,,,,,
"Terex Corporation",358,2014,"Construction and Farm Machinery",,"CT",,4904,7310,226,6537,,,,,
"Northeast Utilities",359,2014,"Utilities: Gas and Electric",,"MA",,14352,7301,786,27796,,,,,
"KBR, Inc.",360,2014,"Engineering & Construction",,"TX",,3952,7283,229,5516,,,,,
"Fifth Third Bancorp",361,2014,"Commercial Banks",,"OH",,19545,7200,1836,130443,,,,,
"UGI Corporation",362,2014,"Energy",,"PA",,5234,7195,278,10009,,,,,
"CBRE Group, Inc.",363,2014,"Real Estate",,"CA",,9105,7194,317,6998,,,,,
"Quest Diagnostics Incorporated",364,2014,"Health Care: Pharmacy and Other Services",,"NJ",,8358,7174,849,8948,,,,,
"Peabody Energy Corporation",365,2014,"Mining, Crude-Oil Production",,"MO",,4433,7150,-525,14133,,,,,
"The Hershey Company",366,2014,"Food Consumer Products",,"PA",,23365,7146,821,5358,,,,,
"Boston Scientific Corporation",367,2014,"Medical Products and Equipment",,"MA",,17903,7143,-121,16571,,,,,
"FMC Technologies, Inc.",368,2014,"Oil and Gas Equipment, Services",,"TX",,12341,7126,501,6606,,,,,
"The Interpublic Group of Companies, Inc.",369,2014,"Advertising, Marketing",,"NY",,7268,7122,268,12905,,,,,
"Commercial Metals Company",370,2014,"Metals",,"TX",,2214,7047,77,3495,,,,,
"The Pantry, Inc.",371,2014,"Specialty Retailers: Other",,"NC",,360,7013,-3,1715,,,,,
"Owens-Illinois, Inc.",372,2014,"Packaging, Containers",,"OH",,5573,6967,184,8419,,,,,
"American Family Ins. Group",373,2014,"Insurance: Property and Casualty (Stock)",,"WI",,,6954,379,19490,,,,,
"Ralph Lauren Corporation",374,2014,"Apparel",,"NY",,14417,6945,750,5418,,,,,
"Biogen Idec Inc.",375,2014,"Pharmaceuticals",,"MA",,72305,6932,1862,11863,,,,,
"PetSmart, Inc.",376,2014,"Specialty Retailers: Other",,"AZ",,6798,6917,420,2522,,,,,
"Mylan Inc.",377,2014,"Pharmaceuticals",,"PA",,18160,6909,624,15236,,,,,
"Symantec Corporation",378,2014,"Computer Software",,"CA",,13810,6906,765,14379,,,,,
"Ameren Corporation",379,2014,"Utilities: Gas and Electric",,"MO",,9996,6875,289,21042,,,,,
"The Williams Companies, Inc.",380,2014,"Energy",,"OK",,27773,6860,430,27142,,,,,
"Barnes & Noble, Inc.",381,2014,"Specialty Retailers: Other",,"NY",,1251,6839,-158,3733,,,,,
"Huntington Ingalls Industries, Inc.",382,2014,"Aerospace & Defense",,"VA",,5039,6820,261,6225,,,,,
"The Priceline Group Inc.",383,2014,"Internet Services and Retailing",,"CT",,62147,6793,1893,10445,,,,,
"Agilent Technologies, Inc.",384,2014,"Scientific, Photographic and Control Equipment",,"CA",,18644,6782,724,10686,,,,,
"Dana Holding Corporation",385,2014,"Motor Vehicles & Parts",,"OH",,3674,6769,244,5129,,,,,
"Dillard's, Inc.",386,2014,"General Merchandisers",,"AR",,4059,6692,324,4051,,,,,
"Seaboard Corporation",387,2014,"Food Production",,"KS",,3114,6670,205,3418,,,,,
"Vanguard Health Systems, Inc.",388,2014,"Health Care: Medical Facilities",,"TN",,,6667,62,5043,,,,,
"Casey's General Stores, Inc.",389,2014,"Specialty Retailers: Other",,"IA",,2601,6655,111,1984,,,,,
"O'Reilly Automotive, Inc.",390,2014,"Specialty Retailers: Other",,"MO",,15783,6649,670,6067,,,,,
"The Blackstone Group L.P.",391,2014,"Diversified Financials",,"NY",,19219,6613,1171,29679,,,,,
"Mutual of Omaha Insurance Company",392,2014,"Insurance: Life, Health (Stock)",,"NE",,,6602,359,32234,,,,,
"Molina Healthcare, Inc.",393,2014,"Health Care: Insurance and Managed Care",,"CA",,1726,6589,53,3003,,,,,
"CMS Energy Corporation",394,2014,"Utilities: Gas and Electric",,"MI",,7823,6566,452,17416,,,,,
"Targa Resources Corp.",395,2014,"Pipelines",,"TX",,4185,6556,65,6049,,,,,
"Quanta Services, Inc.",396,2014,"Engineering & Construction",,"TX",,7872,6523,402,5793,,,,,
"Cablevision Systems Corporation",397,2014,"Telecommunications",,"NY",,4515,6522,466,6591,,,,,
"Avery Dennison Corporation",398,2014,"Chemicals",,"CA",,4864,6520,216,4611,,,,,
"Celanese Corporation",399,2014,"Chemicals",,"TX",,8711,6510,1101,9018,,,,,
"Foot Locker, Inc.",400,2014,"Specialty Retailers: Apparel",,"NY",,6842,6505,429,3487,,,,,
"Celgene Corporation",401,2014,"Pharmaceuticals",,"NJ",,56680,6494,1450,13378,,,,,
"Advance Auto Parts, Inc.",402,2014,"Specialty Retailers: Other",,"VA",,9225,6494,392,5565,,,,,
"Mattel, Inc.",403,2014,"Toys, Sporting Goods",,"CA",,13651,6485,904,6440,,,,,
"Live Nation Entertainment, Inc.",404,2014,"Entertainment",,"CA",,4352,6479,-43,5684,,,,,
"General Cable Corporation",405,2014,"Electronics, Electrical Equipment",,"KY",,1261,6421,-18,4579,,,,,
"Ryder System, Inc.",406,2014,"Trucking, Truck Leasing",,"FL",,4240,6419,238,9104,,,,,
"EMCOR Group, Inc.",407,2014,"Engineering & Construction",,"CT",,3131,6417,124,3466,,,,,
"Allergan, Inc.",408,2014,"Pharmaceuticals",,"CA",,38172,6415,985,10574,,,,,
"W.R. Berkley Corporation",409,2014,"Insurance: Property and Casualty (Stock)",,"CT",,5349,6409,500,20552,,,,,
"Rockwell Automation, Inc.",410,2014,"Electronics, Electrical Equipment",,"WI",,17285,6352,756,5845,,,,,
"NetApp, Inc.",411,2014,"Computer Peripherals",,"CA",,12224,6332,505,11242,,,,,
"Ingredion Incorporated",412,2014,"Food Production",,"IL",,5071,6328,396,5360,,,,,
"Level 3 Communications, Inc.",413,2014,"Telecommunications",,"CO",,9207,6313,-109,12874,,,,,
"Calpine Corporation",414,2014,"Energy",,"TX",,8843,6301,14,16559,,,,,
"Omnicare, Inc.",415,2014,"Health Care: Pharmacy and Other Services",,"OH",,5954,6277,-43,6692,,,,,
"Erie Insurance Group",416,2014,"Insurance: Property and Casualty (Stock)",,"PA",,,6271,163,16676,,,,,
"SLM Corporation",417,2014,"Diversified Financials",,"DE",,10494,6263,1418,159543,,,,,
"D.R. Horton, Inc.",418,2014,"Homebuilders",,"TX",,7005,6259,463,8856,,,,,
"CC Media Holdings, Inc.",419,2014,"Entertainment",,"TX",,5941,6243,-607,15097,,,,,
"Anixter International Inc.",420,2014,"Wholesalers: Diversified",,"IL",,3305,6227,201,2861,,,,,
"Dick's Sporting Goods, Inc.",421,2014,"Specialty Retailers: Other",,"PA",,6763,6213,338,3072,,,,,
"SanDisk Corporation",422,2014,"Semiconductors and Other Electronic Components",,"CA",,18309,6170,1043,10489,,,,,
"NCR Corporation",423,2014,"Computers, Office Equipment",,"GA",,6092,6123,443,8108,,,,,
"Starwood Hotels & Resorts Worldwide, Inc.",424,2014,"Hotels, Casinos, Resorts",,"CT",,15277,6115,635,8762,,,,,
"Expeditors International of Washington, Inc.",425,2014,"Transportation and Logistics",,"WA",,8031,6080,349,3015,,,,,
"Fidelity National Information Services, Inc.",426,2014,"Financial Data Services",,"FL",,15536,6071,493,13960,,,,,
"United Natural Foods, Inc.",427,2014,"Wholesalers: Food and Grocery",,"RI",,3519,6064,108,1730,,,,,
"Auto-Owners Insurance Group",428,2014,"Insurance: Property and Casualty (Mutual)",,"MI",,,6062,579,18232,,,,,
"Windstream Holdings, Inc.",429,2014,"Telecommunications",,"AR",,4911,6005,241,13445,,,,,
"Dr Pepper Snapple Group, Inc.",430,2014,"Beverages",,"TX",,10743,5997,624,8201,,,,,
"Lennar Corporation",431,2014,"Homebuilders",,"FL",,8098,5935,480,11273,,,,,
"Sanmina",432,2014,"Semiconductors and Other Electronic Components",,"CA",,1444,5917,79,2996,,,,,
"Harley-Davidson, Inc.",433,2014,"Transportation Equipment",,"WI",,14657,5900,734,9405,,,,,
"CONSOL Energy Inc.",434,2014,"Mining, Crude-Oil Production",,"PA",,9155,5899,660,11394,,,,,
"The J.M. Smucker Company",435,2014,"Food Consumer Products",,"OH",,10082,5898,544,9032,,,,,
"Newell Rubbermaid Inc.",436,2014,"Home Equipment, Furnishings",,"GA",,8339,5887,475,6070,,,,,
"CH2M HILL Companies, Ltd.",437,2014,"Engineering & Construction",,"CO",,,5878,118,3056,,,,,
"Energy Future Holdings Corp.",438,2014,"Energy",,"TX",,,5850,-2587,38690,,,,,
"Susser Holdings Corporation",439,2014,"Specialty Retailers: Other",,"TX",,1339,5831,14,1375,,,,,
"Laboratory Corporation of America Holdings",440,2014,"Health Care: Pharmacy and Other Services",,"NC",,8377,5808,574,6966,,,,,
"Kindred Healthcare, Inc.",441,2014,"Health Care: Medical Facilities",,"KY",,1267,5794,-169,3946,,,,,
"Leidos Holdings Inc.",442,2014,"Information Technology Services",,"VA",,2796,5788,164,4162,,,,,
"Booz Allen Hamilton Holding Corp.",443,2014,"Information Technology Services",,"VA",,3178,5758,219,3178,,,,,
"The Jones Financial Companies,L.L.L.P.",444,2014,"Securities",,"MO",,,5716,674,13795,,,,,
"Cliffs Natural Resources Inc.",445,2014,"Mining, Crude-Oil Production",,"OH",,3132,5691,414,13122,,,,,
"PulteGroup, Inc.",446,2014,"Homebuilders",,"MI",,7317,5680,2620,8734,,,,,
"Regions Financial Corporation",447,2014,"Commercial Banks",,"AL",,15315,5665,1122,117396,,,,,
"NiSource Inc.",448,2014,"Utilities: Gas and Electric",,"IN",,11156,5660,532,22654,,,,,
"Graybar Electric Company, Inc.",449,2014,"Wholesalers: Diversified",,"MO",,,5659,81,1794,,,,,
"Integrys Energy Group, Inc.",450,2014,"Utilities: Gas and Electric",,"IL",,4769,5636,352,11244,,,,,
"The Clorox Company",451,2014,"Household and Personal Products",,"CA",,11433,5623,572,4311,,,,,
"Wynn Resorts, Limited",452,2014,"Hotels, Casinos, Resorts",,"NV",,22484,5621,729,8377,,,,,
"The Andersons, Inc.",453,2014,"Food Production",,"OH",,1681,5605,90,2274,,,,,
"J.B. Hunt Transport Services, Inc.",454,2014,"Trucking, Truck Leasing",,"AR",,8432,5585,342,2819,,,,,
"AK Steel Holding Corporation",455,2014,"Metals",,"OH",,9869,5570,-47,3606,,,,,
"Harbinger Group Inc.",456,2014,"Household and Personal Products",,"NY",,1776,5543,-46,27909,,,,,
"MeadWestvaco Corporation",457,2014,"Packaging, Containers",,"VA",,6570,5543,839,10285,,,,,
"The Western Union Company",458,2014,"Financial Data Services",,"CO",,8964,5542,798,10121,,,,,
"The Charles Schwab Corporation",459,2014,"Securities",,"CA",,35489,5539,1071,143642,,,,,
"Discovery Communications, Inc.",460,2014,"Entertainment",,"MD",,19361,5535,1075,14979,,,,,
"Spectra Energy Corp",461,2014,"Pipelines",,"TX",,24756,5518,1038,33533,,,,,
"St. Jude Medical, Inc.",462,2014,"Medical Products and Equipment",,"MN",,18558,5501,723,10248,,,,,
"CF Industries Holdings, Inc.",463,2014,"Chemicals",,"IL",,14456,5475,1465,10678,,,,,
"Con-way Inc.",464,2014,"Transportation and Logistics",,"MI",,2338,5473,99,3280,,,,,
"Old Republic International Corporation",465,2014,"Insurance: Property and Casualty (Stock)",,"IL",,4271,5443,448,16534,,,,,
"JetBlue Airways Corporation",466,2014,"Airlines",,"NY",,2569,5441,168,7350,,,,,
"Calumet Specialty Products Partners, L.P.",467,2014,"Petroleum Refining",,"IN",,1791,5421,4,2688,,,,,
"Kelly Services, Inc.",468,2014,"Temporary Help",,"MI",,888,5413,59,1799,,,,,
"Domtar Corporation",469,2014,"Forest and Paper Products",,"SC",,3638,5391,91,6278,,,,,
"Murphy Oil Corporation",470,2014,"Mining, Crude-Oil Production",,"AR",,11279,5390,1124,17510,,,,,
"Harris Corporation",471,2014,"Network and Other Communications Equipment",,"FL",,7813,5371,113,4858,,,,,
"Asbury Automotive Group, Inc.",472,2014,"Automotive Retailing, Services",,"GA",,1706,5339,109,1889,,,,,
"Big Lots, Inc.",473,2014,"Specialty Retailers: Other",,"OH",,2202,5302,125,1740,,,,,
"Advanced Micro Devices, Inc.",474,2014,"Semiconductors and Other Electronic Components",,"CA",,3053,5299,-83,4337,,,,,
"Owens Corning",475,2014,"Building Materials, Glass",,"OH",,5087,5295,204,7647,,,,,
"Realogy Holdings Corp.",476,2014,"Real Estate",,"NJ",,6349,5289,438,7326,,,,,
"Host Hotels & Resorts, Inc.",477,2014,"Real Estate",,"MD",,15316,5270,317,12814,,,,,
"MRC Global Inc.",478,2014,"Oil and Gas Equipment, Services",,"TX",,2747,5231,152,3336,,,,,
"Simon Property Group, Inc.",479,2014,"Real Estate",,"IN",,51538,5170,1320,33325,,,,,
"Tractor Supply Company",480,2014,"Specialty Retailers: Other",,"TN",,9857,5165,328,1903,,,,,
"Gannett Co., Inc.",481,2014,"Publishing, Printing",,"VA",,6275,5161,389,9241,,,,,
"Alaska Air Group, Inc.",482,2014,"Airlines",,"WA",,6409,5156,508,5838,,,,,
"Insight Enterprises, Inc.",483,2014,"Wholesalers: Electronics and Office Equipment",,"AZ",,1042,5144,71,1868,,,,,
"McGraw Hill Financial, Inc.",484,2014,"Financial Data Services",,"NY",,20677,5143,1376,6061,,,,,
"Buckeye Partners, L.P.",485,2014,"Pipelines",,"TX",,8647,5110,160,7006,,,,,
"Quintiles Transnational Holdings Inc.",486,2014,"Health Care: Pharmacy and Other Services",,"NC",,6592,5100,227,3067,,,,,
"American Financial Group, Inc.",487,2014,"Insurance: Property and Casualty (Stock)",,"OH",,5168,5092,471,42087,,,,,
"United Stationers Inc.",488,2014,"Wholesalers: Electronics and Office Equipment",,"IL",,1627,5085,123,2116,,,,,
"Coach, Inc.",489,2014,"Apparel",,"NY",,13784,5075,1034,3532,,,,,
"LKQ Corporation",490,2014,"Wholesalers: Diversified",,"IL",,7941,5063,312,4519,,,,,
"Noble Energy, Inc.",491,2014,"Mining, Crude-Oil Production",,"TX",,25567,5052,978,19642,,,,,
"Bemis Company, Inc.",492,2014,"Packaging, Containers",,"WI",,3990,5030,213,4110,,,,,
"Joy Global Inc.",493,2014,"Construction and Farm Machinery",,"WI",,5807,5013,534,5790,,,,,
"Wyndham Worldwide Corporation",494,2014,"Hotels, Casinos, Resorts",,"NJ",,9383,5009,432,9741,,,,,
"NII Holdings, Inc.",495,2014,"Telecommunications",,"VA",,2048,4978,-1650,8680,,,,,
"Lorillard, Inc.",496,2014,"Tobacco",,"NC",,19588,4972,1180,3536,,,,,
"Alleghany Corporation",497,2014,"Insurance: Property and Casualty (Stock)",,"NY",,6807,4972,628,23361,,,,,
"Airgas, Inc.",498,2014,"Wholesalers: Diversified",,"PA",,7877,4958,341,5618,,,,,
"First American Financial Corporation",499,2014,"Insurance: Property and Casualty (Stock)",,"CA",,2818,4956,186,6521,,,,,
"United Rentals, Inc.",500,2014,"zMiscellaneous",,"CT",,8850,4955,387,11231,,,,,
"Walmart",1,2015,"General Merchandisers","Retailing","AR","Bentonville",265344,485651,16363,203706,2200000,"no","no","no",
"Exxon Mobil",2,2015,"Petroleum Refining","Energy","TX","Irving",356549,382597,32520,349493,83700,"no","no","no",
"Chevron",3,2015,"Petroleum Refining","Energy","CA","San Ramon",197381,203784,19241,266026,64700,"no","no","no",
"Berkshire Hathaway",4,2015,"Insurance: Property and Casualty (Stock)","Financials","NE","Omaha",357344,194673,19872,526186,316000,"no","no","no",
"Apple",5,2015,"Computers, Office Equipment","Technology","CA","Cupertino",724773,182795,39510,231839,97200,"no","no","no",
"General Motors",6,2015,"Motor Vehicles & Parts","Motor Vehicles & Parts","MI","Detroit",60389,155929,3949,177677,216000,"no","yes","no",
"Phillips 66",7,2015,"Petroleum Refining","Energy","TX","Houston",42627,149434,4762,48741,14000,"no","no","no",
"General Electric",8,2015,"Diversified Financials","Financials","CT","Fairfield",249775,148321,15233,648349,305000,"no","no","no",
"Ford Motor",9,2015,"Motor Vehicles & Parts","Motor Vehicles & Parts","MI","Dearborn",64154,144077,3187,208527,187000,"no","no","no",
"CVS Health",10,2015,"Food & Drug Stores","Food & Drug Stores","RI","Woonsocket",117171,139367,4644,74252,177800,"no","no","no",
"McKesson",11,2015,"Wholesalers: Health Care","Wholesalers","CA","San Francisco",52669,138030,1263,51759,42800,"no","no","no",
"AT&T",12,2015,"Telecommunications","Telecommunications","TX","Dallas",169459,132447,6224,292829,243620,"no","no","no",
"Valero Energy",13,2015,"Petroleum Refining","Energy","TX","San Antonio",32703,130844,3630,45550,10065,"no","no","no",
"UnitedHealth Group",14,2015,"Health Care: Insurance and Managed Care","Health Care","MN","Minnetonka",112813,130474,5619,86382,170000,"no","no","no",
"Verizon",15,2015,"Telecommunications","Telecommunications","NY","New York",198410,127079,9625,232708,177300,"no","no","no",
"AmerisourceBergen",16,2015,"Wholesalers: Health Care","Wholesalers","PA","Chesterbrook",24963,119569,277,21532,13500,"no","no","no",
"Fannie Mae",17,2015,"Diversified Financials","Financials","DC","Washington",2722,116461,14208,3248176,7600,"no","no","no",
"Costco",18,2015,"Specialty Retailers: Other","Retailing","WA","Issaquah",66654,112640,2058,33024,153500,"no","no","no",
"HP",19,2015,"Computers, Office Equipment","Technology","CA","Palo Alto",56635,111454,5013,103206,302000,"no","no","no",
"Kroger",20,2015,"Food & Drug Stores","Food & Drug Stores","OH","Cincinnati",37648,108465,1728,30556,4e+05,"no","no","no",
"JP Morgan Chase",21,2015,"Commercial Banks","Financials","NY","New York",225861,102102,21762,2573126,241359,"no","no","no",
"Express Scripts Holding",22,2015,"Health Care: Pharmacy and Other Services","Health Care","MO","St. Louis",63237,100887,2008,53799,29500,"no","no","no",
"Bank of America Corp.",23,2015,"Commercial Banks","Financials","NC","Charlotte",161896,95181,4833,2104534,223715,"no","no","no",
"IBM",24,2015,"Information Technology Services","Technology","NY","Armonk",158642,94128,12022,117532,412775,"no","yes","no",
"Marathon Petroleum",25,2015,"Petroleum Refining","Energy","OH","Findlay",27959,91417,2524,30460,45340,"no","no","no",
"Cardinal Health",26,2015,"Wholesalers: Health Care","Wholesalers","OH","Dublin",29801,91084,1166,26033,34000,"no","no","no",
"Boeing",27,2015,"Aerospace & Defense","Aerospace & Defense","IL","Chicago",105032,90762,5446,99198,165500,"no","no","no",
"Citigroup",28,2015,"Commercial Banks","Financials","NY","New York",156304,90646,7313,1842530,241000,"no","no","no",
"Amazon.com",29,2015,"Internet Services and Retailing","Technology","WA","Seattle",172797,88988,-241,54505,154100,"yes","no","no",
"Wells Fargo",30,2015,"Commercial Banks","Financials","CA","San Francisco",279920,88372,23057,1687155,264500,"no","no","no",
"Microsoft",31,2015,"Computer Software","Technology","WA","Redmond",333525,86833,22074,172384,128000,"no","no","no",
"Procter & Gamble",32,2015,"Household and Personal Products","Household Products","OH","Cincinnati",221280,84537,11643,144266,118000,"no","no","no",
"Home Depot",33,2015,"Specialty Retailers: Other","Retailing","GA","Atlanta",148533,83176,6345,39946,371000,"no","no","no",
"Archer Daniels Midland",34,2015,"Food Production","Food, Beverages & Tobacco","IL","Chicago",29812,81201,2248,44027,33900,"no","no","no",
"Walgreens",35,2015,"Food & Drug Stores","Food & Drug Stores","IL","Deerfield",92365,76392,1932,37182,213000,"no","no","no",
"Target",36,2015,"General Merchandisers","Retailing","MN","Minneapolis",52668,74520,-1636,41404,347000,"no","no","no",
"Johnson & Johnson",37,2015,"Pharmaceuticals","Health Care","NJ","New Brunswick",279717,74331,16323,131119,126500,"no","no","no",
"Anthem",38,2015,"Health Care: Insurance and Managed Care","Health Care","IN","Indianapolis",41195,73874,2570,62065,51500,"no","no","no",
"MetLife",39,2015,"Insurance: Life, Health (Stock)","Financials","NY","New York",56578,73316,6309,902337,68000,"no","no","no",
